,age,desc_len,sentiment,pos_words,neg_words,_geography,_price
55,12,560,0.4386,4,2,89.49032258064516,4.976733742420574
56,9,297,0.6652,1,0,87.25,2.302585092994046
57,11,366,0.942,4,0,87.65384615384616,4.174387269895637
58,7,209,0.802,3,0,85.8,2.6390573296152584
59,5,257,0.0,0,0,89.40677966101696,2.9444389791664403
60,4,177,0.7096,2,0,87.60714285714286,2.302585092994046
61,6,519,0.9612,7,0,88.9375,3.6375861597263857
62,3,88,0.3182,1,0,88.74358974358974,2.8903717578961645
63,1,331,0.7027,2,1,89.7,3.2188758248682006
64,7,104,0.0,0,0,88.73794002607562,3.4657359027997265
65,3,260,0.0,0,0,88.73794002607562,3.2188758248682006
66,3,106,0.0,0,0,89.49032258064516,4.0943445622221
67,5,397,0.9781,6,0,89.49032258064516,4.31748811353631
68,2,269,0.8462,3,0,85.89005235602095,2.5649493574615367
69,3,190,0.5423,2,1,89.40677966101696,4.174387269895637
70,2,222,0.6908,1,0,86.1875,2.70805020110221
71,7,110,0.7351,3,0,89.97413793103448,4.382026634673881
72,3,278,0.765,2,0,89.12214983713355,3.5553480614894135
73,3,283,0.4939,2,1,89.492,3.332204510175204
74,7,248,0.3818,1,1,90.4949494949495,4.31748811353631
75,7,252,0.8689,2,0,89.97413793103448,4.553876891600541
76,11,352,0.4404,1,1,83.0,2.5649493574615367
77,9,142,-0.0772,1,2,85.89005235602095,3.5553480614894135
78,6,278,0.8316,2,0,90.25,4.170119936005784
79,2,133,0.8591,3,0,88.02439024390245,3.332204510175204
80,6,281,0.6652,1,0,87.25,3.4011973816621555
81,7,268,0.8879,3,0,89.12214983713355,4.248495242049359
82,2,217,0.8442,3,0,85.5909090909091,2.302585092994046
83,4,253,0.8689,4,0,89.49032258064516,4.007333185232471
84,8,225,0.5859,1,0,88.73794002607562,2.9444389791664403
85,11,298,0.6956,1,0,88.57731958762886,3.091042453358316
86,16,238,0.6249,2,1,87.66666666666667,2.995732273553991
87,9,194,0.7184,2,0,88.73794002607562,3.2188758248682006
88,6,253,0.8305,3,0,87.20338983050847,3.6635616461296463
89,10,242,0.6486,2,0,89.49032258064516,4.356708826689592
90,8,250,0.661,3,1,87.33333333333333,2.833213344056216
91,3,196,0.4404,1,1,88.9375,3.091042453358316
92,10,262,-0.0772,1,1,88.92435424354244,2.4849066497880004
93,3,237,0.8713,3,0,87.4090909090909,2.833213344056216
94,7,271,0.3134,1,0,88.6,3.6888794541139363
95,7,167,0.4215,1,0,87.0,3.4657359027997265
96,5,264,0.8126,2,0,89.12214983713355,3.8066624897703196
97,5,173,0.0,0,0,87.65384615384616,3.6888794541139363
98,5,263,-0.3612,0,1,84.5,3.2188758248682006
99,3,166,0.4404,1,0,89.40677966101696,3.258096538021482
100,6,213,0.8381,2,0,88.28301886792453,4.174387269895637
101,2,221,0.0,0,0,86.1144578313253,2.8903717578961645
102,10,150,0.5879,1,0,88.57731958762886,3.4011973816621555
103,10,189,0.6124,2,0,91.08695652173913,3.4011973816621555
104,7,251,0.9528,4,0,87.0,2.4849066497880004
105,1,166,0.6597,3,0,85.5909090909091,2.6390573296152584
106,11,297,0.0,0,0,88.92435424354244,3.4339872044851463
107,2,178,-0.0644,1,1,88.78125,3.2188758248682006
108,3,264,0.8402,2,1,89.62711864406779,3.295836866004329
109,7,240,0.3612,1,0,90.17391304347827,3.4657359027997265
110,4,321,0.5719,2,0,89.12214983713355,3.871201010907891
111,4,274,0.7206,2,0,89.0632911392405,3.332204510175204
112,10,302,0.9117,3,1,88.5,3.8918202981106265
113,11,155,0.3182,1,0,91.07407407407408,3.520460802488973
114,13,314,0.9081,3,0,89.49032258064516,4.007333185232471
115,4,241,0.6597,2,0,86.81632653061224,3.6888794541139363
116,4,239,0.9505,5,2,89.40677966101696,3.7376696182833684
117,9,233,0.875,3,0,87.0,4.001934703162768
118,10,283,0.3182,1,2,86.64285714285714,3.4011973816621555
119,1,166,0.8316,2,0,89.58333333333333,2.70805020110221
120,5,214,0.0,1,0,89.12214983713355,3.4657359027997265
121,8,181,0.5423,0,0,88.16666666666667,3.091042453358316
122,8,203,0.8834,4,0,87.4090909090909,3.58351893845611
123,2,171,-0.2023,1,1,89.40677966101696,3.332204510175204
124,3,255,0.3434,1,1,87.16666666666667,3.1780538303479458
125,7,118,0.5719,1,0,88.73794002607562,3.332204510175204
126,10,255,0.1531,0,0,86.9922480620155,3.6888794541139363
127,5,190,-0.4215,0,1,87.68181818181819,2.8903717578961645
128,1,139,0.4404,1,0,89.40677966101696,2.9444389791664403
129,9,230,0.7269,2,0,89.0,3.4011973816621555
130,4,308,0.4588,1,1,88.73794002607562,3.6375861597263857
131,9,267,0.3612,1,1,85.1891891891892,3.6375861597263857
132,9,211,0.5927,1,0,89.5,3.4011973816621555
133,10,206,0.2846,1,0,89.49032258064516,4.02535169073515
134,2,208,0.836,3,0,89.40677966101696,3.8066624897703196
135,5,346,0.2911,1,1,87.71153846153847,3.4011973816621555
136,4,262,0.8934,4,0,89.33333333333333,3.5553480614894135
137,7,196,0.3612,1,0,89.97413793103448,4.382026634673881
138,13,250,0.7863,2,0,90.11111111111111,3.8066624897703196
139,2,229,0.6883,3,0,90.04109589041096,2.833213344056216
140,9,238,-0.2263,1,2,87.0,2.995732273553991
141,3,266,0.8625,2,0,88.6,3.8066624897703196
142,8,248,0.94,4,0,89.94827586206897,2.995732273553991
143,5,204,0.0,0,0,87.16666666666667,3.4657359027997265
144,3,310,0.42,2,0,88.92435424354244,3.332204510175204
145,5,363,0.9042,3,0,88.92435424354244,4.31748811353631
146,6,135,0.0,0,0,88.73794002607562,3.1354942159291497
147,3,235,0.5859,2,1,86.81632653061224,3.4011973816621555
148,5,337,0.4404,1,0,88.73794002607562,3.912023005428146
149,4,213,0.0,0,1,84.71428571428571,2.1972245773362196
150,25,210,0.7003,1,0,89.97413793103448,4.499809670330265
151,3,216,0.6597,1,0,88.73794002607562,3.1354942159291497
152,11,292,0.8462,2,0,85.6470588235294,1.9459101490553132
153,7,316,0.4767,1,0,92.0,4.248495242049359
154,10,317,0.9118,4,0,88.0,3.1780538303479458
155,3,225,0.886,4,1,87.60714285714286,2.995732273553991
156,7,182,-0.6991,1,1,87.0,2.4849066497880004
157,6,233,0.7003,2,0,87.25,2.833213344056216
158,1,298,0.887,4,0,88.73794002607562,2.772588722239781
159,8,356,0.4404,1,0,88.92435424354244,3.6375861597263857
160,7,284,0.7845,2,0,89.97413793103448,3.8918202981106265
161,7,200,0.7184,2,0,87.0,2.6390573296152584
162,7,187,0.8074,2,0,89.0909090909091,2.995732273553991
163,9,201,0.4767,1,0,91.81818181818181,3.613143468742095
164,4,305,0.7734,2,1,89.94827586206897,3.2188758248682006
165,11,219,0.8885,5,0,89.94827586206897,2.995732273553991
166,8,242,0.8402,3,0,88.94186046511628,2.5649493574615367
167,7,246,0.6124,1,0,88.33333333333333,2.6390573296152584
168,3,167,-0.1531,2,2,85.9090909090909,3.2188758248682006
169,8,267,0.7845,4,0,90.85714285714286,3.5553480614894135
170,2,207,0.8074,3,0,86.23529411764706,2.3978952727983707
171,10,240,0.6249,1,0,91.07407407407408,2.6390573296152584
172,4,206,0.8519,4,1,87.63636363636364,2.5649493574615367
173,4,216,0.6808,2,0,89.0632911392405,3.2188758248682006
174,4,241,0.3612,1,1,86.1144578313253,2.995732273553991
175,1,227,0.7351,2,0,89.12214983713355,3.5553480614894135
176,5,222,0.5574,1,0,90.16216216216216,4.174387269895637
177,3,308,0.5719,1,0,91.07407407407408,2.6390573296152584
178,7,223,0.0,0,0,89.55555555555556,3.2188758248682006
179,2,292,0.2617,1,0,90.0,3.8066624897703196
180,6,171,-0.1027,0,1,84.3,2.302585092994046
181,9,268,0.6486,2,0,85.71428571428571,3.332204510175204
182,16,219,-0.6251,1,0,88.0,2.3978952727983707
183,3,292,0.8653,2,0,89.71794871794872,3.7954891891721947
184,7,380,0.6369,2,1,88.0,3.2188758248682006
185,4,282,-0.0644,0,1,86.94444444444444,3.6635616461296463
186,2,425,0.714,3,1,89.94827586206897,3.5553480614894135
187,6,242,0.8442,3,0,88.28301886792453,2.8903717578961645
188,2,215,0.7506,2,0,88.92435424354244,2.70805020110221
189,20,366,0.6705,3,3,90.4949494949495,3.8942593237099854
190,6,316,0.1531,1,1,90.62037037037037,4.90527477843843
191,7,226,0.8442,3,1,89.12214983713355,4.04305126783455
192,3,318,0.9144,3,1,89.24025974025975,3.4657359027997265
193,3,261,0.6369,2,0,87.0,3.2188758248682006
194,9,185,0.4588,1,0,88.73794002607562,3.4657359027997265
195,3,223,0.872,2,0,90.8,3.295836866004329
196,7,188,0.6597,1,0,88.81818181818181,3.1780538303479458
197,2,355,0.4588,2,0,86.0,2.772588722239781
198,10,223,0.0,1,0,89.12214983713355,2.4849066497880004
199,8,207,-0.2516,0,1,88.76190476190476,3.5553480614894135
200,3,166,0.0,0,0,90.17647058823529,3.2188758248682006
201,6,300,0.7783,2,1,89.62711864406779,3.8918202981106265
202,11,87,0.4588,1,0,88.73794002607562,2.5649493574615367
203,6,325,-0.0772,0,1,90.77777777777777,3.6888794541139363
204,6,160,0.3612,1,0,87.81132075471699,3.4011973816621555
205,2,234,0.7351,2,0,88.02439024390245,3.784189633918261
206,8,242,0.8957,4,0,88.0,3.2188758248682006
207,5,181,0.7722,1,0,85.89005235602095,2.302585092994046
208,6,299,0.25,0,0,88.92435424354244,3.871201010907891
209,11,246,-0.3893,1,1,86.1144578313253,2.8903717578961645
210,8,312,0.4404,1,0,88.76190476190476,3.8066624897703196
211,6,430,0.2263,0,0,88.92435424354244,4.0943445622221
212,5,249,0.0516,2,1,84.6,2.4849066497880004
213,3,235,0.8658,3,0,87.55555555555556,3.6888794541139363
214,6,199,0.9067,4,0,88.92435424354244,2.833213344056216
215,1,152,0.4404,1,0,87.0,2.70805020110221
216,10,317,0.8313,3,0,87.20338983050847,2.9444389791664403
217,9,240,0.8275,3,1,87.0,3.1780538303479458
218,5,364,0.875,3,1,90.85714285714286,3.044522437723423
219,3,273,0.9455,4,0,89.58333333333333,2.995732273553991
220,6,225,0.6249,1,0,86.1144578313253,3.258096538021482
221,9,198,0.9118,3,0,88.73794002607562,3.871201010907891
222,8,176,0.5106,1,0,87.88888888888889,2.8903717578961645
223,12,340,0.3506,2,0,89.12214983713355,3.5553480614894135
224,8,267,0.6597,1,0,86.1144578313253,2.5649493574615367
225,5,215,0.5106,1,0,88.92435424354244,3.8066624897703196
226,16,273,0.5574,1,0,90.85714285714286,2.772588722239781
227,8,198,0.8176,2,1,88.73794002607562,2.995732273553991
228,3,234,0.0,0,0,88.92435424354244,3.6888794541139363
229,4,176,0.9041,3,0,89.49032258064516,2.995732273553991
230,2,221,0.9186,4,0,87.88888888888889,2.5649493574615367
231,10,204,0.8402,3,0,86.66666666666667,2.772588722239781
232,7,223,0.743,2,0,87.0,2.995732273553991
233,7,212,0.0,0,0,88.14285714285714,3.4657359027997265
234,8,414,0.6486,2,0,93.0,4.605170185988092
235,7,198,0.8442,3,0,85.5,2.70805020110221
236,4,356,0.902,4,1,86.0,2.833213344056216
237,7,220,0.7269,2,0,85.8,2.8903717578961645
238,3,259,0.7964,3,0,88.92105263157895,4.007333185232471
239,3,275,0.875,3,0,87.0,3.2188758248682006
240,8,246,0.9698,6,0,89.63636363636364,3.5553480614894135
241,5,272,0.0,0,0,90.4949494949495,4.653960350157523
242,2,227,0.5423,1,0,91.33333333333333,3.586600604993518
243,7,209,0.8402,4,0,85.4,3.091042453358316
244,7,378,0.8176,2,0,85.1891891891892,3.5553480614894135
245,4,232,0.7332,4,0,89.12214983713355,2.995732273553991
246,9,156,0.91,4,0,89.49032258064516,2.70805020110221
247,9,293,-0.1689,0,1,87.20338983050847,2.6390573296152584
248,7,173,0.9342,5,0,88.0,3.091042453358316
249,5,241,0.0,0,0,88.92435424354244,3.4011973816621555
250,1,201,0.0772,0,0,88.6,3.5553480614894135
251,7,257,0.1779,1,1,85.5,3.2188758248682006
252,9,143,-0.25,0,2,87.125,2.772588722239781
253,14,360,-0.1835,2,1,89.6,4.248495242049359
254,2,288,0.6124,2,0,87.65384615384616,3.912023005428146
255,2,174,-0.4047,3,1,88.73794002607562,3.5553480614894135
256,6,269,0.7579,2,1,88.74358974358974,3.4676571329776205
257,7,194,0.6369,2,0,85.0,2.772588722239781
258,2,252,0.4404,1,0,86.1144578313253,3.044522437723423
259,7,233,0.0,1,0,91.26666666666667,3.9512437185814275
260,8,178,0.4549,1,0,86.75,2.833213344056216
261,6,244,0.7334,2,0,87.56435643564356,2.70805020110221
262,8,75,0.7845,2,0,88.92435424354244,2.6390573296152584
263,6,192,0.7506,4,0,89.12214983713355,2.6390573296152584
264,12,200,0.4062,1,0,88.73794002607562,3.332204510175204
265,6,187,0.7184,3,1,89.40677966101696,2.8903717578961645
266,8,394,0.25,1,1,88.73794002607562,4.31748811353631
267,7,300,0.8519,3,0,91.55555555555556,3.258096538021482
268,7,166,0.5499,3,0,88.74358974358974,3.4676571329776205
269,2,255,0.4678,2,0,91.58333333333333,3.091042453358316
270,2,251,0.9371,5,0,85.8,2.6390573296152584
271,4,241,0.0,0,0,89.1304347826087,3.1780538303479458
272,10,223,0.6908,2,1,88.92105263157895,3.6635616461296463
273,10,160,0.5927,1,0,89.62711864406779,3.912023005428146
274,5,251,0.0,0,0,89.0632911392405,3.367295829986474
275,10,169,0.3804,1,0,87.88888888888889,2.3513752571634776
276,2,206,0.0,0,0,87.16666666666667,3.332204510175204
277,2,334,0.8847,2,0,89.94827586206897,2.5649493574615367
278,10,179,0.9001,4,0,89.49032258064516,3.912023005428146
279,4,168,0.8271,3,0,85.89005235602095,2.4849066497880004
280,4,266,0.0772,2,1,90.75,3.9512437185814275
281,5,263,0.0076,2,1,89.1304347826087,4.0943445622221
282,8,382,0.9649,4,0,90.53846153846153,4.77912349311153
283,6,233,0.9285,3,1,88.96428571428571,3.332204510175204
284,4,243,0.5423,1,0,89.12214983713355,3.1780538303479458
285,8,360,-0.0387,2,2,89.40677966101696,3.8501476017100584
286,3,326,0.7269,2,0,89.49032258064516,3.295836866004329
287,4,388,0.4576,1,0,87.42857142857143,3.6888794541139363
288,1,232,0.195,3,1,89.40677966101696,3.2188758248682006
289,3,215,-0.3818,0,1,87.0,2.772588722239781
290,3,244,0.6124,2,0,89.12214983713355,3.6888794541139363
291,3,250,0.7579,2,0,88.75,3.2188758248682006
292,7,308,0.3182,2,0,89.24025974025975,3.1498829533812494
293,7,254,0.6908,2,1,87.46875,1.9459101490553132
294,3,234,0.7579,2,0,85.97222222222223,2.5649493574615367
295,4,294,0.8613,2,0,89.49032258064516,3.8066624897703196
296,3,299,0.5574,1,1,88.33333333333333,3.6888794541139363
297,8,254,0.9246,3,0,89.49032258064516,3.871201010907891
298,7,258,0.8164,2,0,85.33333333333333,3.912023005428146
299,4,286,0.9153,4,0,87.81132075471699,3.871201010907891
300,2,244,0.7615,3,0,90.53846153846153,2.5649493574615367
301,5,377,0.2023,1,1,89.62711864406779,3.871201010907891
302,8,206,0.4215,1,0,88.94186046511628,3.8942593237099854
303,2,158,0.0,0,0,88.04166666666667,2.995732273553991
304,2,194,0.9136,4,0,88.57731958762886,2.5649493574615367
305,7,272,0.7579,1,0,89.97413793103448,3.912023005428146
306,7,232,0.8225,3,0,89.40677966101696,3.912023005428146
307,9,351,0.8405,3,0,89.49032258064516,4.31748811353631
308,18,243,-0.1303,2,0,86.81632653061224,2.6390573296152584
309,4,279,-0.4588,1,2,88.73794002607562,3.871201010907891
310,4,321,0.9022,4,0,90.85714285714286,3.4657359027997265
311,8,361,0.4019,1,1,89.49032258064516,4.382026634673881
312,5,284,0.8481,3,0,89.49032258064516,3.2188758248682006
313,3,196,0.7411,2,0,85.97222222222223,3.091042453358316
314,12,292,0.9143,3,0,89.6,3.9512437185814275
315,20,382,0.2263,1,1,88.92435424354244,4.007333185232471
316,12,252,0.7096,2,0,88.73794002607562,3.1780538303479458
317,3,223,0.7003,2,0,86.85714285714286,3.1780538303479458
318,9,224,0.932,5,0,85.89005235602095,3.044522437723423
319,4,378,0.9073,4,1,90.62037037037037,4.499809670330265
320,7,260,0.8705,3,0,87.38461538461539,2.772588722239781
321,7,189,0.8412,4,0,88.28301886792453,2.5649493574615367
322,4,290,0.8442,4,1,88.25,3.044522437723423
323,11,196,0.0,0,0,89.49032258064516,3.1780538303479458
324,2,219,0.5719,1,0,85.41176470588235,3.044522437723423
325,9,305,0.8834,3,0,88.92435424354244,3.5263605246161616
326,4,297,0.4588,2,0,90.5,4.718498871295094
327,9,264,0.8126,3,0,86.1144578313253,2.302585092994046
328,2,231,0.128,1,1,88.0,3.4011973816621555
329,8,327,0.84,5,0,89.12214983713355,3.912023005428146
330,3,215,0.5106,1,0,89.40677966101696,3.871201010907891
331,1,253,0.7003,2,0,85.8,2.1972245773362196
332,20,255,0.4215,1,1,89.12214983713355,3.5553480614894135
333,10,214,0.7579,3,0,87.5,2.9444389791664403
334,11,207,0.0,0,0,88.04166666666667,3.5263605246161616
335,7,159,0.5574,1,0,90.20833333333333,2.995732273553991
336,1,177,0.0,0,0,87.4090909090909,2.995732273553991
337,2,340,0.4767,1,0,87.65384615384616,3.4011973816621555
338,10,213,0.9741,7,0,87.125,4.382026634673881
339,9,225,0.7845,3,1,87.75,3.6888794541139363
340,16,258,0.7717,2,0,88.73794002607562,3.1354942159291497
341,3,305,0.4404,1,0,87.0,2.70805020110221
342,7,308,0.5574,1,0,89.2,4.787491742782046
343,9,292,0.4939,1,1,89.49032258064516,5.1647859739235145
344,1,153,0.1481,4,0,87.66666666666667,2.8903717578961645
345,3,225,0.4215,1,0,88.14285714285714,3.2188758248682006
346,5,154,0.0,1,0,88.92435424354244,2.70805020110221
347,7,373,0.936,5,2,89.49032258064516,3.970291913552122
348,3,171,0.5423,2,1,89.12214983713355,3.4657359027997265
349,7,248,0.3182,1,0,92.66666666666667,4.59511985013459
350,5,189,0.431,0,0,85.85714285714286,2.9444389791664403
351,11,420,0.8977,4,0,88.66666666666667,4.442651256490317
352,5,308,-0.25,0,1,90.75,3.5263605246161616
353,3,227,-0.2732,0,1,85.89005235602095,4.174387269895637
354,8,243,0.3744,1,0,87.88888888888889,3.686319361690226
355,3,379,0.9231,4,0,92.0,3.5553480614894135
356,5,319,0.6682,2,0,89.24025974025975,3.5553480614894135
357,4,301,0.0,1,0,86.0,2.70805020110221
358,13,408,0.9747,4,1,89.49032258064516,4.0943445622221
359,10,227,0.6678,1,0,86.66666666666667,4.3694478524670215
360,3,193,-0.0772,0,1,89.49032258064516,4.31748811353631
361,2,276,0.4215,1,0,89.12214983713355,4.07753744390572
362,9,262,0.7269,1,0,87.5,3.871201010907891
363,1,245,0.7579,2,0,85.8,2.3978952727983707
364,4,292,0.34,1,0,88.73794002607562,3.7376696182833684
365,8,247,0.7351,2,0,85.0,2.995732273553991
366,4,235,0.7351,2,0,89.13333333333334,2.8903717578961645
367,6,270,-0.1027,1,1,85.89473684210526,2.1972245773362196
368,11,265,0.9134,3,0,89.49032258064516,3.8066624897703196
369,17,139,0.2023,0,0,87.65384615384616,2.995732273553991
370,10,331,0.9011,4,0,86.80952380952381,2.70805020110221
371,6,239,0.0,0,0,88.92435424354244,3.332204510175204
372,4,255,0.7579,2,0,88.56603773584905,2.772588722239781
373,11,255,0.4939,1,0,88.73794002607562,2.772588722239781
374,7,257,0.0258,1,1,89.97413793103448,4.53052952760355
375,4,306,0.7579,2,0,87.46875,3.258096538021482
376,3,244,0.6369,3,0,84.0,3.259520025806336
377,9,216,0.9565,4,0,90.75,3.8066624897703196
378,6,172,0.872,3,0,85.89005235602095,2.4849066497880004
379,7,264,0.128,1,1,88.73794002607562,3.332204510175204
380,8,257,0.0,0,0,87.56435643564356,3.1780538303479458
381,9,163,0.7579,2,0,88.96428571428571,3.871201010907891
382,7,391,0.9464,3,0,91.0,3.6109179126442243
383,4,304,0.6187,2,0,89.15384615384616,3.912023005428146
384,9,153,0.7964,3,0,88.73794002607562,2.833213344056216
385,4,338,-0.3506,1,1,88.92435424354244,4.787491742782046
386,13,266,0.5886,3,0,89.25,3.1780538303479458
387,8,206,0.4404,1,0,89.33333333333333,2.995732273553991
388,10,227,0.2263,0,0,88.92435424354244,3.1780538303479458
389,4,231,0.34,1,0,89.49032258064516,2.8903717578961645
390,6,330,-0.1027,0,1,87.71153846153847,3.7612001156935624
391,13,526,0.8555,3,0,90.0,2.5649493574615367
392,11,343,0.8442,3,1,89.94827586206897,4.02535169073515
393,11,292,-0.2111,0,1,89.12214983713355,3.8918202981106265
394,3,285,0.9524,6,0,90.85714285714286,3.2188758248682006
395,7,180,0.8555,4,0,89.5,3.258096538021482
396,3,269,-0.4215,0,1,88.73794002607562,4.382026634673881
397,4,228,-0.1351,1,0,88.57731958762886,3.044522437723423
398,6,291,0.836,3,0,87.65384615384616,3.4011973816621555
399,6,157,0.7096,2,0,86.23529411764706,2.1972245773362196
400,4,543,0.9113,4,1,87.6,3.6888794541139363
401,8,277,0.9152,4,0,88.92435424354244,2.8903717578961645
402,4,196,0.9664,5,0,87.33333333333333,2.70805020110221
403,12,350,0.8779,2,0,89.12214983713355,3.8066624897703196
404,10,217,0.7096,2,1,89.33333333333333,3.9512437185814275
405,2,201,0.0,0,0,89.49032258064516,2.9444389791664403
406,7,251,0.8957,4,0,88.5,2.6390573296152584
407,7,215,0.0,0,0,85.89473684210526,2.4849066497880004
408,9,225,-0.128,1,1,85.0,2.1972245773362196
409,3,295,0.0,0,0,88.73794002607562,3.8066624897703196
410,10,364,0.8847,2,0,88.92435424354244,4.8283137373023015
411,9,152,0.34,2,0,88.73794002607562,3.6888794541139363
412,7,394,0.9583,5,0,90.20833333333333,5.768320995793772
413,4,178,0.0,0,0,89.62711864406779,3.091042453358316
414,3,292,0.4019,1,0,88.73794002607562,3.4657359027997265
415,6,206,0.8687,4,0,88.92435424354244,3.4011973816621555
416,2,193,0.7003,2,1,89.40677966101696,3.8918202981106265
417,3,269,0.34,1,1,90.17647058823529,4.060443010546419
418,7,177,-0.5719,0,1,87.81132075471699,2.70805020110221
419,7,218,0.765,2,0,88.02439024390245,3.4011973816621555
420,7,198,-0.3875,1,0,91.25,4.170119936005784
421,17,188,0.2382,2,2,89.5,2.5649493574615367
422,3,299,0.4404,1,0,88.94186046511628,3.8066624897703196
423,5,339,0.8519,2,0,89.40677966101696,4.189654742026425
424,8,256,0.8074,3,0,87.66666666666667,3.24900556632023
425,6,193,0.7227,1,0,88.73794002607562,3.4657359027997265
426,7,218,0.4215,1,0,88.74358974358974,2.9444389791664403
427,4,234,0.8402,3,0,89.24025974025975,3.4011973816621555
428,3,268,0.7003,1,0,89.15384615384616,3.5553480614894135
429,2,233,0.3182,1,0,87.0,2.833213344056216
430,11,234,0.8689,4,0,85.0,3.2188758248682006
431,7,226,0.3182,1,0,88.73794002607562,2.995732273553991
432,3,310,0.8793,4,0,90.04109589041096,4.248495242049359
433,12,181,0.5423,2,1,89.12214983713355,2.8903717578961645
434,7,181,-0.4215,0,1,88.03846153846153,2.70805020110221
435,8,154,0.2391,1,0,88.75,2.772588722239781
436,4,216,0.743,2,0,86.0,2.833213344056216
437,4,223,0.1779,2,1,91.07407407407408,3.58351893845611
438,7,192,0.3869,1,0,87.48214285714286,3.407405179578424
439,5,270,0.0,0,0,89.62711864406779,3.7612001156935624
440,12,185,0.1154,0,0,92.0,3.4657359027997265
441,10,292,0.7876,5,1,83.33333333333333,2.4849066497880004
442,7,346,0.8176,2,1,89.49032258064516,4.941642422609304
443,6,308,-0.4751,2,1,86.1144578313253,3.332204510175204
444,5,266,0.5647,3,0,88.92435424354244,3.1780538303479458
445,11,382,0.5754,2,2,88.92435424354244,3.2188758248682006
446,4,272,0.2732,1,1,86.9922480620155,3.912023005428146
447,2,289,0.9207,2,0,88.57731958762886,3.58351893845611
448,2,374,0.714,2,0,88.0,3.1780538303479458
449,2,390,0.8074,3,0,86.80952380952381,3.58351893845611
450,7,281,0.886,3,0,86.1144578313253,2.5649493574615367
451,7,255,0.3818,1,0,88.92435424354244,3.2188758248682006
452,10,308,0.4404,0,0,89.40677966101696,3.912023005428146
453,6,225,0.6858,1,0,86.9922480620155,3.2188758248682006
454,6,211,0.9086,3,0,88.92435424354244,2.9444389791664403
